0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,0,-1.6,0,-1.6,-0.4
0.4,-4.67697e-09,-1.6,0,-1.6,-0.4
0.4,-2.33848e-08,-1.6,0,-1.6,-0.4
0.4,-7.01545e-08,-1.6,0,-1.6,-0.4
0.4,-1.63694e-07,-1.6,0,-1.6,-0.4
0.4,-3.27388e-07,-1.6,0,-1.6,-0.4
0.4,-5.89298e-07,-1.6,0,-1.6,-0.4
0.4,-9.82163e-07,-1.6,0,-1.6,-0.4
0.4,-1.5434e-06,-1.6,0,-1.6,-0.4
0.4,-2.3151e-06,-1.60001,0,-1.6,-0.4
0.4,-3.34403e-06,-1.60001,0,-1.60001,-0.4
0.4,-4.68164e-06,-1.60001,0,-1.60001,-0.4
0.4,-6.38406e-06,-1.60002,0,-1.60001,-0.4
0.4,-8.51208e-06,-1.60003,0,-1.60002,-0.4
0.4,-1.11312e-05,-1.60003,0,-1.60002,-0.4
0.4,-1.43115e-05,-1.60004,0,-1.60003,-0.4
0.4,-1.81279e-05,-1.60005,0,-1.60004,-0.4
0.4,-2.26599e-05,-1.60007,0,-1.60005,-0.4
0.4,-2.79916e-05,-1.60008,0,-1.60006,-0.4
0.4,-3.4212e-05,-1.6001,0,-1.60007,-0.4
0.4,-4.14145e-05,-1.60012,0,-1.60008,-0.4
0.4,-4.96974e-05,-1.60015,0,-1.6001,-0.4
0.4,-5.91636e-05,-1.60018,0,-1.60012,-0.4
0.4,-6.99206e-05,-1.60021,0,-1.60014,-0.4
0.4,-8.20808e-05,-1.60025,0,-1.60016,-0.4
0.4,-9.57609e-05,-1.60029,0,-1.60019,-0.4
0.4,-0.000111083,-1.60033,0,-1.60022,-0.4
0.4,-0.000128172,-1.60038,0,-1.60026,-0.4
0.4,-0.000147161,-1.60044,0,-1.60029,-0.4
0.4,-0.000168184,-1.6005,0,-1.60034,-0.4
0.4,-0.000191381,-1.60057,0,-1.60038,-0.4
0.4,-0.000216899,-1.60065,0,-1.60043,-0.4
0.4,-0.000244886,-1.60073,0,-1.60049,-0.4
0.4,-0.000275497,-1.60083,0,-1.60055,-0.4
0.4,-0.00030889,-1.60093,0,-1.60062,-0.4
0.4,-0.00034523,-1.60104,0,-1.60069,-0.4
0.4,-0.000384685,-1.60115,0,-1.60077,-0.4
0.4,-0.000427428,-1.60128,0,-1.60085,-0.4
0.4,-0.000473636,-1.60142,0,-1.60095,-0.4
0.4,-0.000523493,-1.60157,0,-1.60105,-0.4
0.4,-0.000577184,-1.60173,0,-1.60115,-0.4
0.4,-0.000634903,-1.6019,0,-1.60127,-0.4
0.4,-0.000696845,-1.60209,0,-1.60139,-0.4
0.4,-0.000763211,-1.60229,0,-1.60153,-0.4
0.4,-0.000834207,-1.6025,0,-1.60167,-0.4
0.4,-0.000910044,-1.60273,0,-1.60182,-0.4
0.4,-0.000990937,-1.60297,0,-1.60198,-0.4
0.4,-0.00107711,-1.60323,0,-1.60215,-0.4
0.4,-0.00116877,-1.60351,0,-1.60234,-0.4
0.4,-0.00126617,-1.6038,0,-1.60253,-0.4
0.4,-0.00136953,-1.60411,0,-1.60274,-0.4
0.4,-0.0014791,-1.60444,0,-1.60296,-0.4
0.4,-0.0015951,-1.60479,0,-1.60319,-0.4
0.4,-0.0017178,-1.60515,0,-1.60344,-0.4
0.4,-0.00184745,-1.60554,0,-1.60369,-0.4
0.4,-0.0019843,-1.60595,0,-1.60397,-0.4
0.4,-0.00212861,-1.60639,0,-1.60426,-0.4
0.4,-0.00228065,-1.60684,0,-1.60456,-0.4
0.4,-0.0024407,-1.60732,0,-1.60488,-0.4
0.4,-0.00260902,-1.60783,0,-1.60522,-0.4
0.4,-0.00278591,-1.60836,0,-1.60557,-0.4
0.4,-0.00297163,-1.60891,0,-1.60594,-0.4
0.4,-0.00316649,-1.6095,0,-1.60633,-0.4
0.4,-0.00337078,-1.61011,0,-1.60674,-0.4
0.4,-0.0035848,-1.61075,0,-1.60717,-0.4
0.4,-0.00380885,-1.61143,0,-1.60762,-0.4
0.4,-0.00404324,-1.61213,0,-1.60809,-0.4
0.4,-0.00428829,-1.61286,0,-1.60858,-0.4
0.4,-0.0045443,-1.61363,0,-1.60909,-0.4
0.4,-0.0048116,-1.61443,0,-1.60962,-0.4
0.4,-0.00509046,-1.61527,0,-1.61018,-0.4
0.4,-0.00538116,-1.61614,0,-1.61076,-0.4
0.4,-0.00568396,-1.61705,0,-1.61137,-0.4
0.4,-0.00599912,-1.618,0,-1.612,-0.4
0.4,-0.00632686,-1.61898,0,-1.61265,-0.4
0.4,-0.00666741,-1.62,0,-1.61333,-0.4
0.4,-0.00702097,-1.62106,0,-1.61404,-0.4
0.4,-0.00738774,-1.62216,0,-1.61478,-0.4
0.4,-0.00776788,-1.6233,0,-1.61554,-0.4
0.4,-0.00816157,-1.62448,0,-1.61632,-0.4
0.4,-0.00856895,-1.62571,0,-1.61714,-0.4
0.4,-0.00899016,-1.62697,0,-1.61798,-0.4
0.4,-0.00942533,-1.62828,0,-1.61885,-0.4
0.4,-0.00987455,-1.62962,0,-1.61975,-0.4
0.4,-0.0103379,-1.63101,0,-1.62068,-0.4
0.4,-0.0108155,-1.63245,0,-1.62163,-0.4
0.4,-0.0113074,-1.63392,0,-1.62261,-0.4
0.4,-0.0118137,-1.63544,0,-1.62363,-0.4
0.4,-0.0123343,-1.637,0,-1.62467,-0.4
0.4,-0.0128694,-1.63861,0,-1.62574,-0.4
0.4,-0.0134188,-1.64026,0,-1.62684,-0.4
0.4,-0.0139827,-1.64195,0,-1.62797,-0.4
