0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
0.710468,0.235667,-1.54911,-1.58891e-16,-1.78478,-8.56445
